,label,sentence
267,1,어쨌든 박수
268,1,자신감을 가져 주신 백씨 께 감사드립니다.
269,1, 멋있는 귀요미 오빠를 낳아주셔서 감사합니다.
270,1,풋풋하게 연애하던 시절에 봤던 추억의 영화. 마지막 스토리에 이연희가 나오고 배경음악으로 하와이안 커플이 나왔던 것 같은데... 다시 보고 싶은 영화다.
271,1,재밌다
272,1,한 시간 동안 재밌게 잘 볼게요
273,1,그냥 고맙습니다…. 0
274,1,오늘이랑 어제 춤 완전 짱이었어요!!!
275,1,용기를 내 주셔서 감사합니다.
276,1,수고 많으셨어요!!!
277,1,나름대로 감동과 교훈이 있는…….
278,1,지금 ... 나는 대학원에 다니고있어서 야구를 볼 수 없지만 항상 내 마음을 응원합니다.…
279,1,유인나 예쁘다!
280,1,진실하게 말하는 모습 인상 깊습니다….
281,1, 왠지 정화된 느낌….
282,1, 축구는 1년 365일 할 수 있는 운동이라 그러잖아
283,1,결국 그것은 신선하게 만들어집니다.
284,1,나는 항상 시원해 ~ ♡
285,1,피곤하지 말고 함께합시다 !!!
286,1,행복한 스케이터의 모습이어서 더욱 빛이 나는 연기가 나온 거 같다는 생각이 들어요….
287,1,"크리스마스 끝나고 그 동창회랄까? 뭐 다들 같이 모여서 밥 먹자는 얘기가 나와서, 일단 연락은 해 봐야겠다. 생각했더니 메일이 안 가지 뭐야~."
288,1,응원하겠습니다 ^^
289,1,세상에… 우리나라에는 Men Booker Award가 수상 할 것입니다. … 정말 놀라운. Modern Namen Booker Award를 가장 먼저 안다
290,1,우리는 함께 울고 웃으며 한때가 된 푸른 땅에서 뛰어 다녔습니다.
291,1,너도 싫어하고 어머니도 뭐라고 하셔서 안 하려고 했는데…. 자꾸 해보니까 마음이 편안해지네
292,1,오…! 간만에 훈훈한 기사네요….
293,1,박남정은 가수로써 그 시대 한 획을 그었다….
294,1,처음으로 피겨 스케이팅을 보았지만 아름답게 보였습니다.
295,1,최고의 선녀 요정!
296,1,널 정말 사랑해. 항상 건강…
297,1,좋은 글은 매우 도움이됩니다
298,1,바람이 나타 났을 때 정말 좋았습니다
299,1,그런 배짱 존경합니다!!
300,1,그래도 인생 드라마는 응팔이다!-!
301,1,나는 젊은 보수파에 대해 이야기했고 매우 큰 소리를 냈습니다. .
302,1,상세 안내를 받은 덕분에 공무원에 대해 더 잘 알 수 있어서 공부에 도움이 되었던 것 같네요
303,1,해녀님들 열심히 하시는 모습 보기 좋아요!
304,1,"축하합니다, 휴대 전화 만"
305,1,민경훈의 음색에는 어떤 특별한 울림이 있어 자꾸 듣고 싶어진다. 이번 나비잠 완전 개인 취향
306,1,훌륭한 판사님이십니다.
307,1,노래는 시바가 훨씬 좋다.. 그리고…. 귀엽고좋다.. 활동을 몇 번만 더하면 역주행한다.
308,1,아스날 존! 나는! 재밌 네요
309,1,축하드려요. 잘어울린당
310,1,우주는 정말 신비 롭습니다.
311,1,좋은 맛만 먹는 것이 큰 일입니다.
312,1,왜놈이지만 멋진 분이시네
313,1,"  무한도전도 좋아하지만, 인간으로의 정형돈 씨를 정말 좋아합니다."
314,1,이제 Evangelion은 플러그를 뽑았을 때 5 분 동안 만 작동하므로 훌륭한 기술입니다.
315,1, 다음번에는 꼭 1위 시켜 드릴 수 있도록 노력하겠습니다♥
316,1,한 번쯤 이 여인들처럼 떠나보고 싶어지게 하는 영화.
317,1,그러고 보니까 정말 그러네요. 마지막 데이트네. 
318,1,이제 우리는 진실과 정의에 한 걸음 더 다가 섰습니다.
319,1,"농부, 똑똑해 보인다. 작년상은 말도 안됩니다. 오늘 잘 말하세요 정말 천재 ^ ^"
320,1,항상 맛있고 간단한 음식을 보여 주셔서 감사합니다.
321,1,그렇습니다. 그러나… 약속을 지키고 싶습니다. … … 감사.
322,1,독일 감사합니다!
323,1,박근혜의 머리가 너무 나빠
324,1,백 선생님 덕분에 요리가 너무 많이 늘었어요.
325,1,우리는 항상 예쁘다
326,1,: 야구를 잘한다고 생각합니다.
327,1,??항상 응원할게요??
328,1,나는 ~~~~~~~~~ 양모로 자신을 포장 사랑 해요.
329,1,자고 30 분 동안 누워 보자. 아 .. 집에 온 사람은 ... 좋아.
330,1,윤상현 총각인지 알았는데 축하해요
331,1,집에서 쉽게 조리법을 주셔서 감사합니다.
332,1,한국인에게는 큰 승리입니다.
333,1,유재석의 형부 마지막 쇼
334,1,나는 한국의 희망을 보았다 ~~
335,1,와!! 이쁘다!!
336,1,승리요정 신소율ㅇㅅㅇ
337,1,발라드는 진섭이 형이나 문서형이 부르는 게 듣기 좋다
338,1,이거야 이거 크크크
339,1,촛불이 완전히 망가 졌어
340,1,당 잠사 화이팅
341,1,비에 좋다
342,1,베스트!!! 베스트!!!
343,1, 나이 많은 할아버지랑 젊은 색시랑 하는 거…. ㅋㅋ ???
344,1,오동구 드디어 1 박 2 일에 여자 손님을 만날 것이다 !!
345,1,재미 있고 좋습니다.
346,1,내용 또한 감사합니다. ^^
347,1,"…후, 역시 너와 나의 차이. 난 받아 본 적 있다"
348,1,지금 생각하면 유익한 프로그램이었습니다
349,1,제시 님 랩도 잘하고 귀여워요. 보니까 크크크
350,1,왜 나를 좋아합니까? ?
351,1,안아 양 그 긴 시간을 묵묵히 견뎌줘서 다시 한번 감사합니다.
352,1,끝까지 한번 가보자 끝까지 해 ~~!!!!!!ㅋㅋㅋㅋㅋㅋㅋ
353,1,티브이에서 소개된 이전부터 김연아 선수에게 관심을 가졌는데 역시 대단한 성과 이후 매스컴에서 난리군요.
354,1,진짜 자기 꿈을 향해서 맨몸으로 부딪히는 게 진짜 멋있다.
355,1,나는이 기사를 좋아한다
356,1,박원순은 나라를 위해 결단을 한 것!!!
357,1,형제……
358,1,나이스 전북 진 거 축하하고 축하
359,1,기저귀에 싸서 변기에 넣지 않았습니다. .
360,1,나는 그것을 빨리 잡고 바로 고치므로 고객은 믿고 믿고 살아야합니다…
361,1,대단하다 그렇게 지고도 6위와 두 게임 차 하하
362,1,나는 메이저 0을 좋아한다
363,1,존나 야무지게 달리네. ㅋㅋㅋㅋㅋㅋ
364,1,백 주부 덕분에 음식이 더 빠르고 맛있어지고 있다고 생각합니다 ^^ *
365,1,결혼하기 전 마지막 날입니다.
366,1,제목을 말씀해 주시면 감사하겠습니다.; 0
367,1,와우 ~이 남자의 도움을 봐 ~ 그래서 무슨 일이야?
368,1,  백 선생님 덕분입니다…….
369,1,밖에서 일하면 힘내요 ^^
370,1,콘서트 와이프 손 잡고 가자고 해야겠다.
371,1,전 지금 새내기 커플이 됐는데. 흐흐흐
372,1,그냥 무한은 굉장합니다. ♥
373,1,약간 알려져 있지만 스탤론에 관심이 있다면 그것을 볼 수 있습니다.
374,1,축사 대표 우상호
375,1,  감솨!!  ㅎㅎ
376,1,나는 유나와 함께 정말 인상적인 며칠을 보냈습니다.
377,1,강한울 선수... 진짜 환상적인 수비 가끔 보여주면서 미운 정 고운 정 다 들었는데…. ㅜㅜ 가서 꼭 성공해요
378,1,내 생일 기억해 줬구나
379,1,요리는 여성만을위한 것이라는 생각을 바꾸려면
380,1,아 재밌어 보인다 ㅠㅠ 0
381,1,기분 종께 웃겨주는 영화….
382,1,히히 안녕하세요
383,1,우리 가야합니까?
384,1,재미 진짜 흥하네! 
385,1,양쪽 정부가 해결 못 할 일을 젊은이들이 해내요.
386,1,축하해요~~행복하세요~~~
387,1,딸의 사진들을 정리하다가 모아보았어요…. ㅎㅎ
388,1,와우 기분이 좋아. 박 보검 더 재미 있어요!
389,1,항상 감사합니다!
390,1,스페셜 파이팅
391,1, 클린 연기로 우리에게 큰 기쁨을 주네요
392,1,정말? 감사합니다. 정말.
393,1,아바타 3부터는 VR로 즐길 듯…. 기대되네….
394,1,아녔어! 작가님!! 맞아요!!!
395,1,항상 내 스타 권수를 장님!
396,1,홍콩반점 아주 좋아요….
397,1,홍홍홍홍  웰케 잘생겨졌냐면서….
398,1,백종원의 레시피를 쉽게 볼 수있는 카페가 정말 마음에 듭니다!
399,1,ㅋㅋ 이제 시작되었습니다.
400,1,40대 남자가수 중에 음원차트 섬멸 할 수 있는 건 박진영이랑 임창정 밖에 없을 듯
401,1,TV용 건담 시리즈 중에서 아직도 최고봉
402,1,"아, 그럼 나 오늘 도와줄게!"
403,1,알았어 알았어! 한 번만 키스하십시오!
404,1,오늘 저녁 시간에도 백 주부님 만세요~~~
405,1,귀가따뜻핼. ㅎㅎ
406,1,티베트 가기 편하겠네
407,1,최고의 농촌 드라마.
408,1,많은 도움 감사
409,1,전 한국 파트너와 잘 지내고 있습니다!
410,1,나는 한국에 있었으면 좋겠다.
411,1, 피겨 스케이트를 처음 봤음에도 불구하고 참 아름다워 보였어요.
412,1,아바타 3에서는 VR과 같습니다. . 나는 그것을 기대하고있어… .
413,1, 최고~~!!
414,1,와 대박 ㅌ 크크크
415,1,숨은 명작이다.. 천재 감독!!
416,1,LG NC로 넘어가도 상관 없습니다. 기아의 넥센은 정말 감동했습니다. 정말 고맙습니다.
417,1,매주 좋은 정보 감사합니다. ^^
418,1,"에이, 그 이상이지. 나는 남자친구와도 한 냄비로 같이 떠먹어 본 적이 없어."
419,1,웃고 싶을 때 형돈은 당신 만보고있는 것 같습니다. . LOL)
420,1,이게 골고루 좋다
421,1,"와, 멋있다, 와, 멋있다."
422,1,대표적인 윈윈 정책인 듯~ 모두 행복해져서 좋겠네요~~!!
423,1,근데…. 오빠 정말 윤현진 아나운서 좋아하시나요?
424,1,힘내세요 ^^ ♡♡
425,1,JTBC 정말 짜증이 난다 ... 나는 힘에 반대한다!
426,1,대한민국 만세다^^
427,1,제사 진도 드라마 한 장면 같다 ㅋㅋㅋ 하….
428,1,LG 선수단 화이팅!!!
429,1,오늘 하루가 인생의 전부!
430,1,어른들하고 선생 심지어 어머니까지 전부 저보고 접대 쪽으로 가래여~ㅋㅋㅋ
431,1, 그게 진짜 코미디다.
432,1,멋지다~~
433,1,멋진 남자 오바마
434,1,그리고 내년 봄에 한강으로 가서 벚꽃을 보며 물이 완전히 무겁지 않으면 해변으로 갈 수 있습니다. 경포대 해운대. 아니. 나는 동해안을 한 번 달렸다
435,1,"우연으로 팬 흔적 가지고 망상이 심한 사람들 보면 참, ㅋㅋ 개울가에 굴러다니는 돌도 잘 찾아보세요 재미난 모양 많소이다"
436,1,이것은 또한 감정적입니다. ㅇㅇ
437,1,부자라면 부자! 하하하
438,1,민진웅 배우 정말 목소리도 좋고 연기 몰입도가 짱이더라 ㅠㅠㅠ
439,1,개 코 짱. ㅠㅠ
440,1,식자재에 대한 해박한 지식….
441,1,긍정적인 삶의 방향도 잘 배우고 있습니다.
442,1,서용빈이 1 루로 돌아 왔다는 것은 좋은 소식입니다.
443,1,좋은 아이디어네요!
444,1,골때리네. 크크크 걸스데이 이혜리 잘되라!
