,sentence,label
188,"예, 원래 남자 모델들은 어렸을 때부터 체격조건이 좋아서 운동했던 사람들이 많아요. 형도 운동 좀 하세요, 왜 그렇게 약골이에요?",0
189,궁금하오! 제작비의 태반을 도대체 어디에 쏟은 건지,3
190,응?,4
191,네?,4
192,요리가 백 주부님 때문에 즐거워요,1
193,교민들 제보&안민석 의원님 출동?,1
194,방심하는 게 당연하지. 도대체 왜 담력 테스트에 이런 함정이 있는 건데?,3
195,내가 지금 화를 안 내게 생겼어! 여기가 어디야?,3
196,연락도 못할 정도로??,4
197,하는 생각에 눈물이 나더라고요.,2
198,... 미안해. 근데 너 잘 알잖아. 그게….,2
199,에?,4
200,  액땜했다고 생각해요….,2
201,일본 av 중에서 지진 관련 기획물도 있던데….,4
202,진짜 축하 ㅋㅋ 완전 잘 던짐,1
203,"잠깐만, 혹시 나보고 독박 쓰란 얘기 하러 온 거야? 초상집에? 타이밍 좋네, 잔인하고. ",4
204,유재석 김종민은 연예계 성자다,1
205,복에 겨운 소리일 수 있지만 일이 너무 없는 거도 정말 힘드네요. ㅠㅠㅠ,2
206,잘생겼다 이민호~,1
207,이건 뭐 폐인 되겠어,2
208,"아기야, 왜 안 자, 안 졸려? 그래도 자야 하는데….",0
209,네?,4
210, 더더군다나 그게 약소국….,4
211,네! 갔다 오겠습니다!,0
212,감동이네요…. 눈물난다,1
213,어벤져스 다음 영웅으로 조심스레 추천해보면서 희생자들의 명복을 빕니다,0
214,"돈 돈 돈,,, 도전하는 프로선수들이 없구나.",2
215,돈 필요 없다니까요?,4
216,며칠 더 쉬라면서요.,0
217,짠~ 못난이 주먹밥! 아~~ 먹어. 꼭꼭 씹어.,1
218,지금 3번째인데 미칠 거 같아요 ㅋㅋㅋ,2
219,주눅 들지 말고 차분히 문제를 읽고 풀어 봐!,0
220,살면서 평점이 2점대인 거 첨이다,3
221,선생님의 프로그램은 항상 유익합니다.,1
222, 김광현 실력에 메이저라니???,4
223,김수현 완전 팬인데 위에 사진 유승준인 줄~~나만 그렇게 보이나?,4
224,와 달의 연인 진짜 재밌는데 어떻게 시청률이….,4
225,…네?,4
226,ㅋㅋ ㅋ 코믹,1
227,이게 다 오빠 잘못이에요! 오빠가 너무 멋있어서 그러는 거잖아요!,3
228,힘내라 특검 ㅠㅠ,0
229,"췌장이 망가진 얘기라면, 그것도 뭐, 죽을 거야.",0
230,어머니…. 말씀을 꼭 그렇게 적나라하게 하셔야…,2
231,기아가 승리한다. ㅇㅇ,1
232,사장님….,0
233,냉동치료를 했어야 되는 건가요. ㅠㅠ,2
234,오늘 들어갔어요 ㅠㅠ,2
235,거짓말하지 마.,3
236,난 너 서울에서 출판사 다니는 줄 알았는데….,0
237,"간절히 원하면 임신을 해야지, 어떻게 상상임신을... 웃겨… 미치겠다 정말... 믿어져?",2
238,"우리나라 특히 30, 40대 새겨듣니 이정희를 빠는 거 보면 먹자 않아 적화통일될 것 같다, 보트 준비해라",3
239,강소라 연기력이 괜찮은 듯 응 미생 나올 때 보니까 연기 진짜 잘하던 응 리얼로 ?;,4
240,진짜 암 걸릴 걸 것 같다,3
241,아뇨. 이따가 가야죠.,2
242,첨에 볼 땐 한 달 하고 보름 정도 만에 보는 부모님이라?,4
243,죽어도 결혼은 하고 죽어.,0
244,박근혜 최순실 정유라 광화문 광장에서 공개처형 시켜야 이런 일이 다신 안 일어나지,3
245, 여성분들 시청률이 꽤 놓은 데 역사를 알고 보는 입장에서 너무 흥미진진합니다,1
246,크크크 진짜 웃기더라 ㅋㅋ 예능 신 강림. 크크크,1
247,열심히 살면 밥은 굶지 않겠지만 개천의 용은 없다.,2
248,야이게 문제가 아니라 동영상 어떻게 막냐??,3
249,뭔 소리야?,4
250, 진짜 힘드네요 ㅜㅜ,2
251,교대49 분 전아 아주 좋아 좋아 좌 오자와 아주 좋아,1
252,공장 도시락 비우세요 적임 아르바이트했는데 화장실 가서 손도 않았다고 재료 담고 바닥 떨어진 거 주워 담고 그럼,3
253,여기서 부결시키면 정말 정치생명 끝나는 것임. 새누리 지지자가 곧 박근혜 지지자는 절대 아님을 잊지 말 것.,3
254,경호가 대통령 수준인데 무슨 수로 들이박아요? 가뜩이나 전 애들한테 얼굴 팔려서 근처에도 못 가요. ,0
255,어떡하여? 아…….,2
256,그래? 그러면 달도 떴는데 꼬리 있나 없나 확인할까?,0
257,남자가 싫어요? 아니면 내가 싫은 거예요?,2
258,3 정도로 생각하는데 평점이 너무 높아서 어쩔 수 없이.. 극장에서 봤는데 실망스러움,3
259,도라이들 정말 많다….,4
260,또 미국을...? 영어 한마디도 못 하면서 ...? 진짜 적당하라는걸 모르나….,3
261,안개 아님??,4
262,젝키가 추억팔이라느니 뭐라느니 하면서 까면서도 이렇게 시비 거는 놈들이 장사진인 것을 보니 지금도 폼이 장난 아니란 걸 보여주고 있는 것 같네요,1
263,그래요? 개인 사정은 잘 모르겠지만… 남편의 무능력은 이혼 사유가 될 수 있죠.,0
264,지난주 토요일에 오늘 만나기로 약속을 하고 이거 저거 다 준비했는데….,4
265,삼성이 냉정하긴 냉정하구나,4
266,빨갱이 새끼들이 파란 집에 너무 많이 살아서 탈이지.,3
267,아빠한테 편지가 왔어요.,0
268,그야 오늘은 고마웠다든가.,0
269,"그럼, 이 회색도 잘 나가는데, 한번 입어 보시겠어요?",0
270, 지금도 좋아하지만 사랑 하진 않는 것 같아요,2
271,회사로 돌아가시는 게 좋겠죠.,0
272,오늘 연기 정말 멋졌어요~,1
273,와… 그래도 중학생과 서른 살 아저씨. 완전 범죄 아니야?,4
274,어제 돌아온 차 안에서부터 문자까지 좀 이상하다 싶었는데 이제 알겠네요. 선생님 제가 좀 지겨워지셨죠? ,0
275,"아니야. 한 점씩, 한 점씩 음미하면서 천천히 구워 먹을 거야. ",0
276,최순실을 사형시켜라,3
277,국민성이 얼마나 후졌으면 경찰을 치고 달아나냐~,4
278,엥? 뭐 하시는 거예요?,4
279,네?,4
280,지치고 힘들었을 리 마음 인제야 너무 잘 알게 돼서 너무 후회되고 미안해…….,2
281,그래?,1
282,넌 엄청나게 예뻐서 나한테는 허들이 높으니까. 도저히 다가가지 못했을 거야.,0
283,너무 비싸요.,0
284,그래요!! 저 오버 쟁의에요. 그 에너지로 지금껏 살아왔어요. 앞으로도 쭉 이렇게 살 거예요!! 저 말리지 마세요!!,3
285,솔직히 운전면허는 5~10년마다 시험을 쳐서 갱신하게끔 만들어야 함,4
286,진짜 히틀러 같은 놈이 미국 대통령이 된 게 사실이네~,3
287,뭐요?,4
288,없었던 일로 하긴! 손이 부릅뜨도록 연습했는데! ,3
289,염색. 파마약 이런 것들도 한몫,3
290,애들도 나 때문에 괜히... 고생할 거고요.,2
291,이야 정인욱 최충연보다 구속 더 나오네. 크크크,4
292,영화든 애니든 일단 브랜드하고 광고로 먹어준다. 이런 숨은 명작은 많은 이가 보고 감동을 하여야 함. 본 건 5년 전인데... 다시 보고 또 감동하여서 평 씀.,1
293,어머님과 연아 님의 열정,1
294, 말도 생명이 있어 세월 갈수록 변화하니 서서히 변해갈 것.,4
295,배우대표작은 아닐 수도 있겠지만 진짜 내 대표작 될 각이네요,1
296, 쌍 온 아~~~,3
297, 그리고 벽 타고 내려오실 때 겁 없이 내려오실 때 너무 멋지셨어요!,1
298,"돈 없고 슬픔, 괴로움 없는 곳에서 편히 쉬시길",2
299,저 이제 어떻게 살아가야 함…?,2
300,뭐?!,4
301,미션을 트랜스젠더고 그의 아이들은 입양아입니다,0
302,"아녜요, 얼마나 멋있으신데요! 막 동경 된다고요~! 저도 선배님처럼 됐으면…… 싶달까요?",1
303,아~ 맞다!,4
304,근데 임신 전보다 3킬로 그람 쪘네요.,2
305, 가끔은 죽고 싶다는 생각도 합니다.,2
306,소나기 온다며 ?,3
307,그리고 LP 종달새의 비상 너무너무 예뻤어요~,1
308,하. 나 이제 들어가 봐야겠다. ,2
309,이 정도면 사이코패스 인가?,4
310,네가 뭘 양보를 했다고 양보 타령이야? 이 집은 전부 순 너 맘대로냐?,3
311,"그야, 얘에 대해 알고 있는 것도 그 때문에 아니에요?",4
312,"네… 네 교회 안 나가지? 내 요즘 교회 나간다. 새벽 기도도 가고 수요예배, 주일예배 다 간다. 사람들이 나보고 인상 좋단다. 사람 좋단다... 봐라. 네가 봐도 내 좋아 보이나?  ",2
313,하 진짜 눈물겹다 ㅠㅠ,2
314,아 윤한 소연 나이도 잇는데 그냥 결혼하라 그래요 재미없어,3
315,어떻게 알았어?,4
316,손실 재산 국고로 환원돼야 합니다!!!,3
317,집에서 해 먹으면 더 위생적이고 싸게 칩니다,1
318,뭐예요. 역시 둘이 사귀는 거 맞잖아요!,4
319,상대 선수가 의도적으로 눈을 노리고 펀치를 날린 게 분명해 보인다,3
320,정말 아들 만나러 가게?,4
321,아저씨! 지금 말 다 했어요? ,3
322,여자 친구 있는 거 아셨어요?,4
323,한나라의 대통령으로서 무능은 죽어 마땅하다.,3
324,하…. 여깄네요. 카페라테 제일 큰 거로 주세요.,0
325,콜럼버스도 저런 느낌이었을까,4
326,"네, 알겠습니다. 감사합니다.",0
327,뭐야? 왜 이렇게 늦게 전화해! 너희 왜 이렇게 게을러!! 사람 피 말려 죽일 일 있어?,3
328, ? 이직해서 다니고 있고 집안이 어려워서 엄마 도와준 거 때문에 돈 못 모았었는데 천만 원이 눈앞에 있어서 기쁘네요 크크크 아하!!,1
329,저 자식 맘에 안 들었어요.,3
330,법대 나온 사람이 사람 괴롭히고? 스트레스 받아서 정신과 상담을 몇 번이나 받았는지 몰라요.,2
331,하루 안으로 결정지으라고 해서 요,2
332,  연습하느라 넘어지고 힘들었을 텐데 너무 멋지게 경기에 임해주셔서 보는사람에게  감동을 안겨다 준 것 같네요,1
333,기상케스트 머리 보니 날씨 짐작이 갑니다^^,1
334,"그것도 그렇네…. 경솔한 말투였어. 미안해. 의심하기만 해서. 그래서, 뭘 받았어? 참고하게 들려주렴",0
335,그래 놓고 선물은 꼬박꼬박 사서 보내는 건가……. 참 성실도 하네…….,4
336,5만 리터 저장 탱크도 놀랍다,4
337,아버지는?,4
338, 너무 힘들어요,2
339,몰라서 묻는 거야?,2
340,큰~진짜 훌륭한 작품일세~~~,1
341,이번 사건도 박근혜가 시켰다고 해보시지!,3
342,실례지만 이 근처에 꽃집이 있어요?,0
343,살펴 가십시오!,0
344,  밥 먹고 나면 더 아프고 앉아 있지를 못하겠어요,2
345,"박은혜만 아까워…. 김해숙여사는, 계속 영화나 하시는 게, 더 정신건강에 좋을 듯…. 인기도 없는 게 벌써 70회 이상 방송 중이라니…. 아침출근시간을 여지없이 망쳐놓는, 몇 안 되는 킬러프로그램·준석이 아버지 주 현 선생님을 아주 푹푹 썩히는구나. 누가 젓갈이라도 담구나?",3
346,저거 뒤로 해 처먹는 돈이 많아서 그래. 무슨 맨날 돈이 없데….,3
347,알아. ,0
348,그리고 눈 호강용 드라마 좋아하는 사람들. 물론 좋죠.,1
349,나랑 행복해 보이지 않아서 저절로 놓게 되더라고요,2
350,아~목이 탄다.,0
351,"아니, 우리 팀 누가 있냐고요? ",0
352,아니야. 괜찮아. 내가 미안해….,0
353,정말 끊기가 쉽지가 않네요,2
354,다람쥐랑 토끼가 싫어해요….,2
355,그래도 돼?,1
356,지치지 말고 함께해요!!!,1
357,야! 너!,3
358,쌍둥이 할머니들께서 주신 거야.,0
359,종교 영화 같다…. 종교인만 보는 게 나을듯싶다,0
360,어느 민중도 희생당하지 않았고 그저 공짜혁명을 V에게서 선물 받았을 뿐이다. 이런 영화의 가장 말도 안 되는 모순을 보면서 신념을 들먹거린다는 건 말이 안 된다.,3
361, 고등학교 자퇴까지 생각할 정도로 너무 힘들어서….,2
362,아까 보니까 고기니 학용품이니 다들 한 보따리씩 갖고 왔던데... 저는 아무 것도 못 가져와서요. 배운 게 청소뿐이라... 흐흐….,2
363,그게 대통령의 할을 아닌가?,3
364,어쩌나 대한민국.,3
365,선생님….,2
366,지금 비 오잖아 시발,3
367, 친구가…. ㅋㅋㅋㅋㅋ,1
368, 맞는 옷 입어서 형 옷 입으면 우리나라의 패션리더가 될 거예요,1
369,뒤늦게 세상에 쉬운 게 없다는 걸 깨달아….,2
370, 딸도 생일 파티도 하러 가고 뮤지컬도 가고 뭐 그러던데 부러워서요….,2
371,정말 신기하네요,4
372, 백 선생께서 폭리를 취한 것도 아니고 가격파괴와 혁신으로 오히려 서민들 가벼운 주머니를 부담 없이 해주셨다고 봅니다.,1
373,전효성 강력추천~~,1
374,흐흐. 화이팅?,0
375,절친이랑 일본으로 놀러 가기로 했어 ㅋㅋ,1
376,안녕하세요 상체만 보면 44인데 하체가 66인…. ㅠㅠㅠ,2
377,진짜 은지원 인간쓰레기 개망나니의 인간성을 보여준다. 입장봐꿔서 은지원 네가 신분증 가져가서 게임을 한 번 못해보고 탈락했다고 생각해 봐라. 진짜 이보다 더 막장 프로그램은 없을 듯 하다.,3
378, 아.. 아무튼 좋네요 0,1
379,그야 뒤에서 오는 게 느껴졌으니까요.,0
380,옛날 재능만 믿고 게으름 피우다 퇴물 되놓고... 어디다 탓을 해?!!,3
381,남지현은 얼굴부터 몸매 전체가 다 이쁨.,1
382,"사람은 이 안을, 안을 보는 거야, 인마! 겉을 보는 게 아니고!",0
383,지금 오는 건 비가 아니라 내 눈물이냐 ㅅ 벌 것들 다,3
384,가끔 통신 대화에 보면 자영업으로 월 삼천 번다는데 대체 무엇을 하면 그렇게 버나요?,2
385,네. ,0
386,어…,4
387,이런 드라마를 만드는 사람이나 기사를 쓰는 기자는 현재에 상태 인가 정당하려고 생쇼를 하는 구나….,4
388,뻔뻔해 보이기는 김기춘 우병우급이 맞다 싶다.,3
389,아~ 그렇구나……,0
390,왜 큰 애가 또 무슨 짓을 했어?,4
391,알았어. 그럼 메일 확인하고 전화할게.,0
392,이피엘 하위권 팀에 가도 얜 후보,3
393,삼성과 국내기업들은 비웃고 있을 들…. 호갱님!,3
394,글쎄요 난 이 영화가 과거 세계대전을 일으킨 자국의 만행을 반성하는 느낌을 받았네요,2
395,미개인이 사는 나라네 저딴 법도 법이냐?,3
396,아씨 나 공부하기 싫걸랑. 내가 유괴까지 당해서 공부해야겠어? 날 유괴한 건 참겠는데 공부하라는 건 정말 못 참아!!  ,3
397,행동하는 양심에 큰 박수를 보냅니다,4
398,와 5% 여기 다 와있나 보네 ㅋㅋ,4
399,누나.. 제가 그렇게 싫으세요?,2
400,대표한테 아직 미련 같은 거 남았나?,0
401,다들 뭐해? 빨리 이놈 치워!,3
402,이 노무 게시키더라!,3
403,드디어 현대가 방어 언플 나섭니다…. 보험사도 현대해상이네,1
404,짠지도 안 하고 이미 먹어버림,4
405,법학을 전공한 것도 아니고 잘나가는 펀드매니저였다면서…. 갑자기 사법고시를 본 이유는 뭡니까?,0
406,"강동원 하면 ""전우치"" 가 생각난다~우치야~유해진과 최고의 콤비!",1
407,축하드립니다.^^^^^^,1
