,label,sentence
104,0,"아, 범인이 여자를 가방에 넣어서 납치하는 장면이 좀 필요해서."
105,0,"당신이 그것을 잃고 모호한 경우, 정부는 당신에게 3 억 Sagara Wing을 줄 것입니다."
106,0,내가 뭐?
107,0,한국에서 편견과 오만을 공유 할 수 없음
108,0,또한… 믿음은 간다…
109,0,당신과 함께 자요! 나는 당신과 함께 잠시 동안있을 것입니다. 그리고 여기서 결혼 할 준비가 됐습니다.
110,0,열심히 하시네요. 
111,0,"아저씨가 그랬잖아요. 좋아하는 거 해야 행복하다고. 저 원래 중학교 때까지 주종이 장거리였어요. 근데 고등학교 때 우연히 장대 한 번 잡았었는데… 그때 알게 된 거죠. 내가 달리는 것보다 장대에 재능이 있다는걸. 그런데요... 나, 장대는 재미없거든요. 달릴 때는... 정말 좋았었는데."
112,0,그 젊은이는 피곤합니다 ... 밤에 지루하면 내 방으로 오십시오. 이야기합시다
113,0,면접에서 뭔가 이상하게 하는 거 아냐?
114,0,고장은 아닌 것 같은데. 아마 먼지 통이 꽉 차서 그럴 거예요.
115,0,끝난. 나는 요리를해야 할 것이다. 그래서 당신과 같습니다. 난 당신도 지불 할 수 없습니다.
116,0,17점 받아서 확 잘랐어야 되는 건데…. 하여간 재수는 또 좋아요.
117,0,어. 
118,0,출근해야지. 
119,0,어쨌든 간단합니다.
120,0,내가 일부러 잘 보이는 곳에다 놔뒀어.
121,0,확인. 나는 어제 실종되었지만 오늘은 학교 나 다른 곳에갑니다. 그렇습니다. 부끄러워하기 위해 열심히 노력해야합니다.
122,0,다음 달에 태권도 수업을 듣고 싶습니다.
123,0,왜 이렇게 천천히 가냐고? 지금 우리 둘이 드라이브 가나? 동네 마실 가?
124,0,졸업앨범 촬영 있지. 옥상이 폐쇄됐잖아. 그래서 안뜰에서 찍게 됐어. 그래서 자리 비워줘야 하니까.
125,0,응! 괜찮아. 나는 이번에 보았다. 시간이 얼마나 있어요?
126,0,하긴 당연한 얘기다. 내 방은 아주 단순해. 네가 좋아한다고 했던 애처럼 봉제 인형 같은 귀여운 것들로 장식된 것도 아닌 거든.
127,0,다 끝났어?
128,0,"예, 와서 대화 할 수 없습니다"
129,0,좋은 인터뷰를 했습니까?
130,0,날씨는 좋지만 걷는 동안 마신다. 난 너무 배고파.
131,0,내가 떠나면 최태민 동상으로 데려 갔을 텐데
132,0,"손님, 오신 김에 회원 카드 하나 만드시죠."
133,0,그럼. 제가 먼저 얘기하죠. 그동안 자문 일을 하면서 많은 사건 사고가 있었습니다. 그런 과정에서 우연히! 아니. 자연스럽게 당신과 함께 하는 시간이 많았습니다. 낚시도 하고. 놀이동산도 가고. 동물원도 가고.
134,0,그냥 Uiang에 남겨 둘 수 있습니다…
135,0,못 온대니?
136,0,나는 이물질이 물과 섞여 있다는 불만을 계속 받고 있습니다. 10 채의 주택이 보이면 수도관에 문제가있는 것입니다. 나는 약간의 연구를해야한다.
137,0,줘 봐요. 오늘은 좀 쉬어요. 내가 해 줄게.
138,0,즐거웠 니? 지금은 조금 더 어려워요.
139,0,멋대로 찍지 말라니까……
140,0,야! 너희! 이리 와봐! 야!
141,0,그리고 또? 
142,0,아 맞다. …… 오늘 나아갈 수 있습니까?
143,0,나는 당황.
144,0,"아니, 그렇지 않아"
145,0,밥 먹자. 뭐 먹을까?
146,0,주먹이 서로 맞지 않으면 좋은 일입니다.
147,0,독재국가이고 소수민족 탄압하는 중국이 할 소리는 아닌 듯
148,0,노트북 좀 퀵으로 보내줘.
149,0,예. 이 과정에서 어떻게 도움을받을 수 있습니까?
150,0,내가 참조. 그런 다음 감옥에 가십시오. 어쨌든 결혼은 삶의 무덤입니다. . 감옥은 무덤보다 낫다
151,0,"그날은 어두워서 잘 몰랐는데 미인 맞으신대요. 개나 소나 미인, 그 말은 취소입니다."
152,0,왜 내가 이러는거야?
153,0,우리는 만능 솔버와는 다릅니다. 나를 돕는 것만으로 충분합니다.
154,0,벌써 10시입니다.
155,0,엄청난 부시임. 아마존의 눈물을 연상케 할 정도.
156,0,비용 절감 및 아웃소싱에 대한 예측 ...…
157,0,퇴근 할 때 전화 해
158,0,집에서 일하는 줄 알았는데 기사처럼.
159,0,케이블 같은 데서 아침에 배도 타고 산도 오르고. 있어 그런 거.
160,0,항공우주 창조혁신센터 만들어야 할 듯
161,0,당신은 그 모든 수준을 어떻게 알 수 있습니까?
162,0,고마워요~
163,0,KBO의 수준은 무엇입니까 ???
164,0,앉으세요.
165,0,어~? 너도 생각 좀 하라고. 난 둘 다 좋아해서 못 정하겠는걸……. 아! 하프&하프던가? 뭐 그런 거 안 돼?
166,0,내가 옆에 있어야 한다고 얼마나 잡고 늘어지는지 말이야.~
167,0,직업은 분명히 쉽지 않습니다 ... 너무 쉽습니다. 당신이 부자라면 농담은 아니지만 너무 쉽습니다. 마스 커 아닌가요?
168,0,엄마 ~~
169,0,알았어요... 그럼. 다음에 다시 얘기해요.
170,0,우리는 오늘 시작했어. 그런데 이렇게 무섭게 질주하는 인생계획에는 동참할 수 없어. 
171,0,실제로 우리 경제는 그 자체로 성장하고 있습니다. 그러나 실업 문제는 여전히 해결되지 않았다.
172,0,아 추워.. 한겨울에 이게 무슨 꼴이야.
173,0,왜? 뭔 일 있냐? 
174,0,들어가서 주무세요.
175,0,그는 저녁 먹으러 온다.
176,0,가치 있어. 
177,0,나는 결정했다. 나는 과학 고등학교에 갈거야!
178,0,나는 낮에 장인을 만났다.
179,0,"왜, 가보고 싶어?"
180,0,아뇨. 자리가 없다니까요.
181,0,그만두시더니 얼굴이 쏙 빠지셨더라고요.
182,0,"예, 결혼 할 때…."
183,0,아니 정말. 어쨌든 그게 네가 한 일이야
184,0,어떻디?
185,0,정신은 차렸는데 이르고 싶어
186,0,내가 무슨 말을하지 않습니까?
187,0,"학생이지만, 일할 때 편안하고 서둘러야합니다. ."
188,0,괜찮아? 그럼 같이 가자 부분 활동 참가 신청으로 인해. 서류를 받겠습니다.
189,0,기념품.
190,0,"어 그게. 연습, 하는 거 아닌가요."
191,0,고질라 때문인 것 같은 데요…….
192,0,미안 예쁜 여자 친구와 데이트를하고 있습니다. 혼자 내버려두면 히스테리가되기가 어려울 것입니다.
193,0,그만 앙탈 부리고 먼저 자.
194,0,에 오신 것을 환영합니다. 무엇을 찾고 있습니까?
195,0,아픈데 없다니?
196,0,기분이 좋습니다.
197,0,꼭 그런 것만 아니야.
198,0,나는 병원에서 먹었다. 키위를 먹고 싶어요. 여기 요
199,0,오지에있는 사람들이 그렇게 했습니까?
200,0,딸 찾으러 가야지.
201,0,딸이 제 엄마 아픈 거 보고 많이 놀란 거 같던데.
202,0,괜찮아! 어디 갔어?
203,0,전화로 못 하는 얘기가 뭐야? 
204,0,어떻게 된 거예요? 들어 오면 좋지만 갑자기 연락하지 않고 들어옵니다. .
205,0,그건 그렇고?
206,0,그래서 다섯 번 말씀 드린 후 생각하고 결정하십시오.
207,0,네 엄마가 내게 줬어
208,0,... 시간이 좀 더 지나면 맞출 수 있을 거 같은….
209,0,내 아들딸 며느리. 
210,0,네가 좋아서 그래 인마.. 한번 불러봐!
211,0,SM은 은근한 그룹 인 것 같습니다. .
212,0,원래 이론에 강한 놈들이 실전에 약하거든요… 수석이라... 이론에 강하니까... 실전엔 약하겠구만….
213,0,어 무슨 반응이 이래? 너 나한테 죄지은 거 있냐?
214,0,잘 지냈지? 근데 어떻게 지내?
215,0,나는 아버지입니다.
216,0,정말 그렇다. 그런데 이제 어떻게 할 거야?
217,0,에헤헤.
218,0,"그다음은 하는 거죠, 결혼을. 이유가 뭐냐고요?"
219,0,하긴.
220,0,뭐? 누가 그래? 이혼했대?
221,0,"3억? 첨엔 5억 보장한다고 하지 않았냐? 가만있자, 3억이면 그게…."
222,0,약물 검사를 추가하면 감사합니다 ~
223,0,"그것은 스포츠이지만, 당신은 그것으로 놀 수는 없지만 엔터테인먼트는 다릅니다. 특종을 얻고 광고를 채우고 영감을 바꾸십시오."
224,0,바닥에 내려놓으면 될 것 아닌가.
225,0,지금하고 있어요
226,0,학생이 공부는 해야지…. 왠 휴업. 방법을 달리하시오.. 할 건 하면서 해 야지..
227,0,가자 ... .
228,0,"아니, 나는 그것이 문학이나 과학이라고 들리지 않았다."
229,0,"그게 아니고요... 저 꼬마 제 아들 아녜요. 동네에 그냥 아는 꼬만데, 쟤 할머니가 치매 끼가 있으셔서…."
230,0,단지 내가 본 유일한 것은 이혼 신청서를 찍는 것입니다.
231,0,나는 포장하기 위해 아프지 않기 때문에 한 발로 갔다.
232,0,응? 지금 먹고있어.
233,0,그렇게 초과 임금으로 인해 안뜰 직원. 나는 그것을 빨리 청소했고 지금은 식전 한 시간 전입니다. 정말. 기본 이야기는 무엇입니까?
234,0,이게 말이야.. 참 고마운 일이야 그치…?
235,0,당신은 물을 담당하고 있습니까? 물 좀 가져와
236,0,나는 그녀와 결혼하고 싶다. 그녀가 다른 여자를 만났을 때 나는 그녀를 기다렸다. 진짜 꼬마 야 나는 많이 이해합니다.
237,0,"아뇨, 어디서 얘기 해요? 서양의 의사! 이것은 서쪽 병원입니다! 그는 당신을 부끄러워하려고 했습니까? ."
238,0,장모님. 나중에 꼭 다 얘기해주세요.
239,0,그런데 혹시 저번에 말했던 큰아들이…
240,0,왜 당신이 그것을 좋아합니까?
241,0,우리 모두 맞춤법을 잘~ 지킵시다….
242,0,"아니 ... 글쎄요, 싼 물건도없고 마약도 없습니다 ...."
243,0,…… 학생 회장은 어떻습니까?
244,0,난 그냥 당신에게 말하지 않았다. 당신은 그것을 꺼내
245,0,"그렇지, 지금 와서 말해도 어떻게 못 하는 거네"
246,0,그렇습니까? 그들이 도망 갔나 요?
247,0,술집에 두고 간 지갑 안 가져간 건 정직하다기보단 CCTV 때문이 아님?
248,0,아침 먹는구나? 형부는? 
249,0,어… 나는 아무 말도하지 않았다…
250,0,난 처음부터 맞출 수 없을 끄라고 했잖아. 맞출 수 있다고 장담한 건 그쪽이었는데. 
251,0,결혼 할 수 없어 .
252,0,"아 돌겠네..... 에이, 내가 이 집에서 나가고 말지…."
253,0,너무 당황하지 말고 왜 뿌리조차 모르는 아이를 데려 오십니까? 두려움없는 시시
254,0,할 것보다… 어 ... 지금 몇 살입니까?
255,0,잘 가져가 매우 무겁습니다. 허리 통증.
256,0,"진짜, 봐봐 ...이 팀에는 우리처럼 6 명이 있습니다."
257,0,다 얘기 됐다며. 
258,0,나는 그것을 스스로 생각해 냈지만 그것을 사용했다……
259,0,누구와 약혼 했습니까? 누가되어야합니까.
260,0,눈이 오나요?
261,0,아니야!
262,0,된장이 폭발했다고 똥을 먹을 수는 없지
263,0,댓글알바들 출몰 시간이 있네
264,0,"먹었다는 거야, 안 먹겠다는 거야?"
265,0,"네, 밤에 여자 앞에서 나와서 한 번 보여주는 것은 변태입니다. 아, 또 있어요. 당신은 빈대입니다"
266,0,그래? 그럼 어서 먹어.
267,0,영어 말하기 서비스는 몇시입니까?
268,0,어? 오빠~~
269,0,어떡하면 좋지? 
270,0,나는 내 동생이 술을 마시지 않았기 때문에…
271,0,그럼. 우리…. 두 사람. 결혼. 허락하는 거예요?
272,0,요즘 의학이 발달함에 따라 백혈병 환자는 치료에 능숙하면 최대 5 년까지 지속될 수 있습니다.
273,0,나는 궁금했어… .
274,0,"어머니, 당신은 죽을 것입니다."
275,0,지켜주지 못해 미안~ 내 의도가 아니었어.
276,0,졸업 앨범을 촬영하고 있습니다. 옥상이 닫힙니다. 그래서 안뜰에서 촬영했습니다. 따라서 떠나야합니다.
277,0,선물을 가져 가라. 이것은 사무실에 쌓여
278,0,그렇다면 그렇게 할 수 있습니까?
279,0,그리고… 우리 엄마는 좋아해요. 나는 무엇을 해야할지 정말로 모른다…
280,0,부모와 자식 간에 그 정도는 뭐... 살다 보면 위기라는 게 있는 거야.
281,0,바라는 거 없어. 사람이 구미호한테 감히 뭘 바라냐. 너한테 바라는 거 아무것도 없어.
282,0,지금 바빠요 .
283,0,요즘 이상한 녀석이 남자친구를 쫓아다니고 있어요.
284,0,2년이라고 하셨죠? 
285,0,아버지. 제가 효도할게요.
286,0,우아하고 운치 있잖아요. 냄새도 없애 준단 말이에요.
287,0,아이고.. 가요 가. 
288,0,난 싫어!
289,0,제가 특별히 뭘 조심해야 해요?
290,0,그녀는 기차로 간다.
291,0, 군인의 임무가 머냐?
292,0,미련하댔지.. 대강 혼내면 못 알아듣더라고. 한 사나흘 울고불고해야 아~ 다시는 그러면 안 되는구나~ 알지.
293,0,그렇죠. 카드가 있어야 하니까. 그쪽은 별일 없어요?
294,0,물론 문제입니다. 내 방은 매우 간단합니다. 당신이 좋아한다고 말한 아이들과 같은 동물 인형 같은 귀여운 것들로 장식되어 있지 않습니다.
295,0,근데 비가 갑자기 왜 이렇게 많이 오지요? 우산 안 가지고 왔는데.
296,0,오늘따라 뭐든지 다 작아 보이는구나. 너 요즘 키 크니? 
297,0,…없어.
298,0,나는 네가 아버지를 망치고 있다는 것을 알고 있지만 아버지는 성인이다.
299,0,당신 같은 의심스러운 사람은 지금 문제를 찾지 못했습니다.
300,0,더 남은 액운이 있는가?
301,0,왜 제가 서무죠…….
302,0,"흠, 이번 달의 월급은?"
303,0,참 너 전에 나랑 약속한 거 잊지 마라. 우리 아기 나면 네가 키워 준댔잖아?
304,0,"배송 후 곧 휴대 전화, 신용 카드, 주소가 없습니다. 용의자가 어디에 있는지 아는 것이 가장 시급합니다."
305,0,사람 참….
306,0,괜찮아 ... 잠시 넘어지면.
307,0,모피가 아니더라도 당신은 아주 아름답습니다….
308,0,하하하， 덕분에 진행이 빠르잖아. 잘된 거지 뭐.
309,0,"그것은 당신과 다릅니다, 소개는 길다."
310,0,괜찮아? 마라톤 선수였습니까? 왜 몰라
311,0,우리가 최신 정보를 비밀로 유지할 수 있습니까?
312,0,"선배, 어디가?"
313,0,"공원 산책하고, 분위기 있는 레스토랑에서 밥 먹고, 이런저런 얘기 하고,"
314,0,"도와주는 셈 치고, 와 주면 안 되겠어?"
315,0,중앙대로에서 언덕을 올라 호텔 거리를 돌아봐 주게나.
316,0,확인. 당신은 필요가 없습니다.
317,0,난 너 서울에서 출판사 다니는 줄 알았는데….
318,0,그렇지 않으면 하늘에 두 개의 태양이있을 수 없습니다
319,0,아뇨... 그럼 저 좀 들어가서 잠깐 눈 좀 붙일게요. 형님. 나중에 형님도 아기 가져서 피곤하면 제가 일 대신 해줄게요.
320,0,어? 안 바뀌네….
321,0,"기분은 알겠는데, 기분으로 인생사냐. 공기 좋은데, 가서 한 1년 푹 쉬고 있으면.. 그거 금방이다. "
322,0,걱정할 필요는 없다고 생각합니다.
323,0,"아뇨, 그냥 ... 어쨌든 다시 오세요!"
324,0,대학 활동은 서클과 다르므로 진심입니까? 나는 고등학교 시절에만 놀 수 있습니다.
325,0,"응, 한 시간밖에…."
326,0,회사로 돌아가시는 게 좋겠죠.
327,0,Google은 혁신가입니다
328,0,오 ~…… 평범하지 않습니다. 아침 연습 했니?
329,0,"아이고, 수위가 그런 걸 어떻게 다 안대요?"
330,0,가방 제가 들어드릴까요?
331,0,영어 안내 서비스는 몇 시까지 해요?
332,0,그저 그랬어요~전편이 훨씬 재밌었다는
333,0,내가 데려왔으니까 있겠지.
334,0,언제는... 늙어도 이쁠 거라며?
335,0,내 쪽도 영 반응이 그러시네. 
336,0,글쎄.. 잘 팔릴 거 같진 않네요.
337,0,엄마-
338,0,그냥 길 가다 밥 먹으러 왔어요. 공짜로 밥 준다고 해서.
339,0,다음부터는 완성 후에 불러주시면 안 되겠습니까?
340,0,외출해야하는데 언제 가고 싶어?
341,0,그 과외를보십시오…
342,0,당신이 지금 의도적으로 죽는다면
343,0,일몰 후 꽤 쌀쌀합니다. 감기가 두렵습니다.
344,0,"어, 정말 잘 먹었다니깐."
345,0,나는 당황. 상황이 좋지 않아요
346,0,네. 그럼 조심하세요.
347,0,조건은요?
348,0,먹어야지. 넌?
349,0,이건 어떠세요? 숫자도 크고 소리도 커서 요즘 어른들이 아주 좋아하세요
350,0,싫습니다.
351,0,지옥 같은 나라에서는 상상할 수없는
352,0,모른다? 철도 선로에 떨어지는 사람은 먼저집니다.
353,0,아~. 느낌 괜찮지 않아? ……모르겠지만.
354,0,아… 나는 또한 지하철에서 16 년 동안 공황 장애를 겪었다.
355,0,"수학도 마찬가지! 수학도, 해답이라는 결과를 찾아내는 게임이다."
356,0,"그럼 거기 갈 게요 나는 좋은 차를 마셨다. 선배, 알고 있다면 가르쳐 주실 수 있습니까?"
357,0,어머. 잠실까지 다녀오셨어요? 그 먼 델 뭐하러….
358,0,세상에. … 아는 것……
359,0,라면 대령 10 분! 끝났어!
360,0,그쪽이 내 동전 밟고 있었잖아요.
361,0,CL을 응원하겠습니다
362,0,"사진 설명: 어깨가 나갈래, 골반이 나갈래?"
363,0,네? 누구라고 전해 느릴까요?
364,0,그렇다면 마음을 믿고 한번 따라가 보세요. 결과는 생각하지 말고. 혹시 알아요? 정말로 진심이 통할지. 
365,0,"아줌마, 계란 좀 더 풀어주세요."
366,0,"그래, 계속 연구 해봐 지금은 긴급하게 조이기 때문입니다."
367,0,아저씨. 나 믿어요? 
368,0,뭐 하세요? 딸한테 다도 가르치시는구나. 
369,0,우리 결혼하면 집은 어떻게 해요? 요즘 집값이 얼마나 비싼 줄 알죠? 오빠 돈 얼마나 있어요?
370,0,먼저 침대 사진을 찍어 매장 홈페이지에 올려 놓으십시오. 그러면 상점에서 연락을 드릴 것입니다.
371,0,"저, 저기. 그런 사람 아니고요. 그냥…."
372,0,"저기 노란불이 가장 뜨거운 듯,!!?"
373,0,괜찮아. 물론이야.
374,0,넌 그럼 어떤 곡이 맘에 드는데?
375,0,놀랍습니다. 위대. 최종 시험이 끝나면 체육관도 문을 닫습니다.
376,0,"나 말고는 아무한테도 말하지 않았어. 그녀는 뜻밖의 사건으로 세상을 떠났지만, 만일 그런 사건이 없었더라도 사실은…"
377,0,아냐. 지금이 몇 시니. 사돈집에 해 넘어서 들어가는 거 아냐.
378,0,너 내가 서울 간다고 그러니까 터미널까지 쫓아온 거냐?
379,0,"안전 안경입니다. 쓰세요 형제는 얼굴이없는 두 번째 사람이며 얼굴이 너무 평평하므로 문제가 있습니다. 나는 그것을 보았다 생각하지 않았다, 나는 기억하지 않는다…"
380,0,내가 나이가 아니야?
381,0,응? 어어 그러고 보니 좀 돌아오게 됐네. 가게 왔었어? 너 나 데리러 왔었냐?
382,0,미국도 시즌제 하는데 ? ?
383,0,"……무언가 있었다 치더라도, 그걸 일일이 말해준다고 해서 뭔가 변하기라도 해? 너는, 네 주위에서는 그걸 믿겠니? 결국은, 아무 의미도 없는 일이야."
384,0,아는 형님에서 생색을 해야지
385,0,이민 준비들 분주하군
386,0,이거? 이렇게 하면 돼.
387,0,네. 선생님. 주무세요.
388,0,거의 다 끝났습니까?
389,0,"선배들, 오늘 술을 사요"
390,0,당신은 정말 좋은가요?
391,0,"그 외에 또 한 가지, 직무수행이 불가능한 경우가 있지……. 실종. "
392,0,뭐? 누구입니까? 당신 이혼 했어요?
393,0,대학에 가십시오 당신에게 유일한 대답은 이것입니다.
394,0,나 백수거든? 
395,0,제일 앞 차에 탔는데 의자에 놓고 내렸어요.
396,0,……괜찮다니 뭐가?
397,0,ㅋㅋ 중국도 내리막을 걷는구나
398,0,그냥 혼자 배웠어요.
399,0,"욕조 안에서 하면 되는 거죠, 그거야."
400,0,그냥…
401,0,토트넘 있는 조가 왜 죽음의 조냐 크크 크크크 꿀 조 아니냐
402,0,근데 넌 젊은 애가 딴 일 다 두고 왜 파출부를 하려고 그래? 어머니 아버지가 없냐?
403,0,계부에게는 많은 돈이 있습니다. 나는 부자입니다.
404,0,나는 9를 모았지만 1을 채우는 것은 쉽지 않습니다.
405,0,"시끄러워, 재미 있지 마 100,000 원 이상 10 만원 이상 무슨 소리 야?"
406,0,어디에 게시 할 수 있습니까?
407,0,그러나 어떻게 알았습니까? 그들은 나의 엄마에게 전화했다.
408,0,이렇게 바로 코앞에 있는 걸 모르고.. 어떻게 서울에 주저앉혔어요? 산꼭대기나 갈 인물인데
409,0,괜찮아? 달이 떠오르면 꼬리가 있는지보고 싶습니까?
410,0,…… 그렇습니까?
411,0,아 ~ 정말!
412,0,맛이 없어요. 저리가 그리고 나는 아버지의 회사에 전화를 걸어 오늘 결근했다고합니다.
413,0,그들은 휴대 전화 청구서와 오리발 요금을 줍니까?
414,0,그… 방금 문제가 생겼습니다.
415,0,예측할 수없는 솔루션입니다…
416,0,한 달이라도 유지한 게 어디냐 싶기도 하지만.
417,0,그러면 합숙하러 다시는 안 가냐?
418,0,나야!
419,0,그래. 보다시피.
