,sentence,label
51,남친이 중간에 뺐을까 봐 좀 걱정이 되네요…….,5
52,너무 감사 감사  화이팅~,1
53,그럼 어떡해요. 이제 알바도 잘렸는데 먹고는 살아야죠.,4
54,특검 진짜 열심히 일한다,1
55,썩은 사과만 판매하는 악덕 업자.,3
56,외교 관계 단절합시다.,3
57,놔~이거 놓으란 말이야!,3
58,늙으면 뒈지어라 쪽팔리겠다 비아그라 하나 얻어먹고 충성 다하는구나,3
59,가끔 우리 부대에도 애인 면회 오는 병사들 있는데….,2
60,엄마라는 숭고한 이름 아무 데나 갖다 붙이지 마라,3
61,저런 걸 국회의원으로 앉혀놨나….,3
62,2.22 만들자 만들어 만들어만 ㄷ,3
63, 정말 사시나무처럼 떨어서 오늘도 실긴데….,5
64,환골탈태하지 않으면 남은 의원들 앞날 보장 못 해!!,3
65, 예 밤 라디오(장예원의 오늘 같은 밤) 애청자로서 뿌듯(?)했고 자랑스러웠어요!!,1
66,딸이 당신이 좋대. 그래서 부탁하는 건데.. 우리 결합하자.,3
67,"공군에 갔다가 우울증 판정 나서 병원에서 치료받고는 있지만 매일 약 먹는 게 고작이고, 약을 먹어도 늘 우울합니다.",2
68,"그러게요……. 공부……, 공부…… 공, 부.",1
69, 휴가 2일이나 남았는데 생각하니 벌써 자꾸 눈물이 나네요,2
70,아…. 백선생…. 요리만 능한 분이 아니셨군요~할 뻔했네,4
71,이 간첩 새끼 만든 영화 봐라….,3
72, 예체능에 더 맞는데 예고 가려면 성적이 너무 달려요 ㅠㅠㅠ,2
73,친구 관계 대해서 말하고 싶은데…. ㅠㅠ,2
74,인생 모르는구나 진짜…….,4
75,헐.... 이게 그 뭐 홀인가 하는 거가??,4
76,대학이 기숙사 짓는데 지네가 뭔데 반대를 해!,3
77,아이고 인제 숨 쉬겠다,3
78,선전물치곤 잘 만듦 다행히 박정희 같은 놈이 못 따라간 게 정말 역사의 불행 중 다행,3
79,씨발;;;….^-^,3
80, 현기차는 영원한 숙적,3
81,야이머저리들아---,3
82,큰일 났다. 한마디로? 뎃다,3
83,네이버는 이건희기사 냈나?,3
84,예전에 터졌다고 모르쇠는 좀 아니지….,3
85,턱이라도 아주 좋아했었는데 세자저하도 존 멋,1
86,그래? 너 그거 하나 정말 마음에 든다! 도 그렇다. 아침을 곡기로 안 넣어주면 종일 힘이 달려.,4
87,어떻게 해야 될지 모르겠어요….,2
88,연구 개발은 없고 맨날 구조 조정하지만 이런 수주가 없어도 임원들은 성과급을 받아 가겠지 크크크,3
89,뭐 묻은 개가 뭐 묻은 개 걱정하는 꼴이네…. ㅋㅋㅋ,3
90,노트7 쓰고 있는 사람들은 어쩌노…. 나도 쓰는데 불안….,5
91,흔들릴 때 같이 흔들릴 텐데….,5
92,방송이 아니니깐 그냥 관객을 무시한 거지 국회 사람들이 국민 무시하는 것처럼 똑같은 이치,3
93,미래의 선택. ost. 잘 모르시는 분들 많은 듯….,4
94,섣불리 방으로 초대테스트도 못 하겠네요 ㅠㅠ,5
95,나머지 6종 찾기는 이제 드래곤볼 게임이 될 것 같다.,5
96,15일???,4
97,배우 빨 거로 이렇게 찍는 게 가능하네,4
98,정말 오랜만이다….,4
99,그냥 걸어가자!!!,4
100,애플은 의외로 많이 팔려서 당황하고 삼성은 터져서 당황하네….,5
101,써주셨는데 신경외과를 가보라고  원인을  찾아보자고 하더라고요,5
102,경주는 저주받았습니다,3
103,점점 정형돈 님의 비중이 늘어나서 기쁩니다!,1
104,내용을 모르고 보다가 그것 발기로 당혹스러움 ㅡ. ㅡ,4
105,IS가 비싸게 산답니다.,3
106, 남의 나라 일이 결코아닙니다!!,3
107,싫어. 서방한테 불러 주려고 엄청나게 연습했단 말이야. 가자. 응? 소원이야 서방아. 가자~~,3
108,어떤 게 효과 있을까요?? 경락은 알도 빠지나요?,5
109,그게 뭐?,4
110,그래서 박통 혐의는 온데간데없냐?,3
111,장 장 멋진 리다 굽이의 생일을 추카해!!,1
112,이렇게 국민의 세금은 나라님들 주머니 속으로 진짜 미개하다.,3
113,잘 잤어?,4
114,제발 조수아 씨 빼주세요. 불쾌해요,3
115,그냥 닥치라 기상청,3
116, 생각보다 가축 사룟값이 장난 아닌 거든요.,4
117,짱깨 의식 수준…. ㅎㄷㄷ….,4
118,아니 웬 호수에 악어가? ㅠㅠ,4
119,아마 아무도 지쳐있는 날 모르겠죠,2
120,아낀다 때부터 붐 붐 때까지 나도 그렇고 너 너도 그렇고 정말 열심히 달려왔던 것처럼 앞으로도 같이 열심히 달려보자,1
121,"아, 정말 다행이다. 정말 다행이야.",4
122,얘 무슨 일임??,4
123, 2시간 만에 코피를….,4
124,황선홍 왜 구속?,4
125,수지가 핫하긴 진짜 핫하다. 크크,1
126,국민들이 이젠 안 쏜 는다네,3
127, 현재 로컬병원에서 5000 조금 넘게 받고 있긴 한데이게 앞으로 몇 년이나 갈지….,5
128,가면 갈 수록 재미없어짐…….,3
129,넌 벗겨도 벗겨도 나오는 양파 같구나,4
130, 너희가 얼마나 극성맞게 굴었으면 멤버 발표 하나 하는 거도 무서워서 이렇게 간을 보겠느냐고,4
131,몸뚱이는 강제 금욕수행 중,2
132,점점 스토커처럼 변할거같아서 두렵다….,5
133,현빈도 카톡을 하나요,4
134,조우종은 나 혼자 사다가 키웠음~~거기서 호감 된 듯,1
135,수갑까지 채워야 하냐 구요.,4
136,아니면 영양제 발라도 수염 날까요? 0,5
137,너무 놀라서 밤새 한숨도 못 자고….,5
138,안 터진다고. 그리고…… 현지 집합은 왠지 싱겁고…….,4
139,특검 잘하고 있다!!!,1
140,저런 것도 장관이라고…. 그자리가 아직도 욕심나냐,3
141,  제 가족도 가면 그 정도 먹는데 그렇게 페북에 올라오고 뒤에서 욕먹을까 봐 두려워요,5
142,올해는 승자인가 크크크,4
143,천천히 먹어!,4
144,아빠 만났어?,4
145,지루하고 어설픈 전개.. 과소 비녀의 신데렐라 스토리.. 현실에서는 있을 수 없는 내용이라 아무리 좋게 봐주려도 공감 무.. 마지막으로 여주가 너무 못생김,3
146,난 참 이해가 안되는 게 돈만 있으면 할 배랑도 그것도 대준 게 말도 안 됨,3
147,1명이 죽고 5만 명 살리지,3
148,됐어.,3
149,나 때문에 저렇게 된 거지… 꿈도 못 꿔볼 사람이었는데…. 어쩌다가…,1
150,발상과 스케일이 아까운 추억의 눈물이 남 코미디,3
151,그럼 괜찮아요. 미량은 상관없어요. ,4
152,하늘이 화났다. 하늘이 노하셨다.~,3
153,창조적인 일자리 창출이네... 진짜 저 정도 수준이었어?,4
154,이 영화는 그냥 쓰레기도 아니고 핵폐기물 수준. 크크크,3
155,살 안 쪄요…?,4
156,이런 찢어 죽일 인간군상들~,3
157,어어~ 잠깐만요. 이거 갖고 가요. ,4
158,개그지 같은 편집 때문에 못 보겠다 진짜 작작 좀 해라 편집 이딴 식이면 토렌트로 다운받아볼 수밖에 없잖아~네이버에서도 동영상으로 노래 부분만 틀어주는데 뭔 깡으로 편집을…. 도대체 몇 번씩 보여주는 거야 같은 장면을…. 그따위로 긴장감 높이는 게 언제 방식이야? 수준떨어진다,3
159,의사가 잠혈이라고 병원 가보라고 함 병원에 꼭 가야 됨? 0,5
160,내 사진으로 얼굴 사진을 해 놨는데 바람 같은 거 안 피겠죠?? ㅠㅠ,5
161,육 자대 존나 약함 리얼,3
162, 그래도 나불대고 살래?,3
163,썩은 뿌리가 다시는 자라나지 못하도록 철저하게 뽑아버려야 한다.,3
164,아이들도 좋아할 거 같고~에버랜드 튤립 축제 진해군항제 등 볼거리 많네요,1
165, 이일을 어떻게 해야 하나,2
166,진짜 이 새끼들 인터뷰하는 거 보면 대통령 자리가 무슨 부녀회 장인 줄 아네 병신들,3
167,임금체벌에 고의재산은닉 걸리면 압류금액 삼대에 걸쳐 x2로 해서 받는 법안 만들고 집행해라,3
168,1점 주기도 아깝네요. 아무리 코믹스럽게 제작되었어도 동방예의지국에서 장모에게 건네주는 밥이 동물에게 주듯 건네는 부분은 너무 심하네요. 심의에 걸리지 않나요?,3
169,어찌 롯데 같은 그룹이 이 나라에서 발붙이지 못해 서비스업의 삼성이 되겠다고 설쳐대는가,3
170,불구속 입건?,5
171,평소와 똑같아. ……달라진 건 아무것도 없어.,2
172,이 밤에 뭐하냐?,4
173,부담될까요?,5
174, 그것도 몇 지역에 국한된 지진이었는데?,4
175,정말은 왜 또 꿀 빤??,3
176,화면 왼쪽에 고민 상담 게시판 메뉴가 안 보이네요….,2
177,닭 손실에 정신 팔려서 핸드폰 제대로 만들 어겠냐?,3
178," 그래 너 만나는 사람도 있다며 계속 그러니깐 언제 차단하려나 또 언제 푸려나 내가 기다리고 있더라,",2
179,김현수 선수 계속 활약 이어가 주세요!!^^/~/,1
180,변호가 아니라 사기꾼!,3
181, 새벽에도막처들어오니 죽겠네요. ㅠㅠ,2
182,정말 나 없어지고 허전했어?,1
183,공사판 포크레인이랑 레미콘 10t 트럭 다 청와대로 집결시켜라 동학 농민 혁명의 시작이다.,3
184,넌 인성부터 고쳐라,3
185,중국 사람들 알바들 쫙 깔렸네 ㅋㅋ 뒤쪽 보면 똑같은 글도 비해서 평점 준 사람들도 ㅋ,3
186,10점 쓴 새끼 죽인다... 어디서 봤나 했더니 스타1 영상에 쓰던 그래픽이랑 똑같다.,3
187,3주간 너무 재밌었어요. 1박2일 만세,1
188,SK 상여금 엄청 받았더라?,4
189,편하게 다른 거 먹으면 되지.,3
190, 이 밖에 기사와 토익 800 중반 등 일반적인 것을 갖춰놓기는 했는데,5
191,평일에 밤늦게까지 야근하니 주말에 그냥 자는 거다….,3
192,놀고 있었네 애기들 때문에 이판사판 돌리고 있다,3
193,얼굴 훅 갔네 ㅈ,4
194,헐……. 보통사이는아니였네뭐…….,4
195,영화 수준에 비해 평점이 지나치게 높아서 1점…. 실제로는 5점 정도? 일단 여주인공의 행동이 너무 작위적이다.,3
196,박근혜 전 대통령이 보수들 다 죽이네.... 에휴~~~ 한심스럽다,3
197,불편하세요? 의사를 불러들일까요?,3
198,이 사진이 뭘 의미하는지 알겠어! 얘들아…?,5
199,김민종 나오는 건 걔 스타 만들기식 억지 영화.... 그냥 쓰레기일 뿐….,3
200,입만 열면 거짓말이구나,3
201, 대처 방법이 없을까요..? ㅠㅠ,2
202,차라리 화면 커진 3 gs 디자인이었더라면….,3
203,안 돼!,2
204,대 제국 영국이 EU에서 완전 왕따가 되는구나.,3
205,그래서 그만둔다고 했잖아. 구제 불능이라고….,2
206,류준열 기대됩니다. 오피셜 곧 뜨길 바랄게요,1
207,류현진 선수 화이팅!!!,1
208,다름이 아니라 입시 때문에 고민이어서 적어봅니다,2
209,모습이 이제야 조윤선답네~~,3
210,그럼 영화관 가자.,4
211,참신한 개소리다,3
212,여보세요? 너 애 안 와?,3
213, 어떤 모습 숨기고 있을지 모름,5
214,토스는 어떻게 공부해야 하나요,5
215,요즘 약을 쓰지 않고 야채를 길러 가정까지 배달해 주는 곳이 있어서 와 봤습니다. 요즘 주문이 많습니까?,4
216,안 될 사람은 무엇을 해도 안 되나 봐요. 흐흐흐,2
217,나만 혼자 뜨거운 사랑한 건 아니니까….,2
218,킬링타임용으로도 비추천 보는 내내 짜증이 나고 아 그냥 짜증 남,3
219,메리 크리스마스.,1
220,"응. 아마도, 그런 느낌이지만.",4
221,이 할망구는 반성이라곤 눈곱만큼도 없네. 사면 없는 무기징역에 한 표 찍습니다.,3
222,이 정도면 리버풀 승리,1
223,왜요? 사람 좋아 보이시던데.,3
224,"네가 웬일이냐, 나한테 술을 다 사달라고 하고?",2
225,"왜 시간 보내는 걸 전제로 하시냐고요……. 뭐, 선배님께서 알아서 하실 문제지만요……",1
226,한국인이란 게 자랑스러운 게 이번이 처음,1
227,엄마 같은 아줌마들 대한민국에 깔리고 깔렸어... 이혼 사유 안 된다고. 그냥 가라 그러지?,3
228,어느 날 갑자기 성자들이나 된 마냥 수십 년을 넘게 행해지고 있던 걸 자기만 모르다 인제야 알게 된걸 어느 날 갑자기 일어난 사건처럼 보도하고 선동하는 것들 보면 참 가관…….,5
229,응 안돼 바꿀 생각 없어 돌아가,3
230,의학 드라마 중 최고다. 몰입감 최고,1
231, 왜 그럴까요?,5
232,언제 멍들었지 ㅠㅠㅠ,4
233,뭐라는 거야 입만 살았네,3
234,꼭 빨간 날만 오더라 ㅠㅠ,2
235, 동호회 애들은 묵직해서 좋단다 크크크,4
236,몸에 경련이 일더군요. ㄷㄷㄷㄷ,4
237,네? 아니… 조금 전까지 통화하고 있었으면서.,4
238, 좀 큰일이 있어서. ㅠㅠㅠ,5
239,자존심도 없냐? 쓰레기를 주워 모으는 게 한국야구냐?,3
240,그때는 연애설 굿판 딸 있다,4
241,남았고 빚만 100만 원 정도네…….,2
242,근데 그거 아니면 너무 좋아요,1
243, 술 좋아하고 친구 좋아합니다.,1
244,아이 아빠가 있어요. 아빠랑 같이 있을 거예요.,4
245, 진짜 속상해서 혹시 노동부에 신고 가능할까요?,2
246, 오로지 너희 연놈들 jot대로 해야만 하게.,3
247,왜 첫사랑과 비슷한 여자를 보면 호감이 생기는 거지? ㅜㅜ,2
248,충격과 공포의 경기력이다. ㅎㅎ….,4
249,선배님이요?,4
250,액션을 하다 뭐가 어쩐다고?,3
251,제가 어려서 어떻게 해보려고 사귀는 걸까요…?,5
252, 아주 완벽히 듣기가 싫다.,3
253,정말 고맙습니다  그리고 하하,1
254,아기·분유 먹을 때 옆으로 흐를 때가 좀 있는데 왜 그런 건가요??,5
255,응 이거 코미디임? 지구가 우리들 장난감이니?,3
256,어디부터 어떻게 말씀드려야 할지 막막하네요…. ㅜ,5
257,대한민국 대통령이 아니고 대한제국 여제.,3
258,갓 세정.... 대단하다!!,1
259,"이 나라는 박근혜의, 박근혜에 의한, 박근혜를 위한 나라인가요?",3
260,그쪽에서도 찾아보고 있죠?,4
261,"그래, 그래도 엄마니까 잘하겠다는 건 좋은데, 애가 싫다잖아. 6살 먹은 애가 엄마 싫고 아빠랑 살겠다잖아. 그게 정상이냐?! ",3
262,"아저씨, 엄마가 이상해.",2
263,지금도 배가 콕콕 쑤셔요,5
264, 막 매출이 막 떨어질 것 같음.,5
265,저런 생각을 하는 게 부럽다,2
266,"반, 맞다, 반지!",3
267,카톡이랑 SNS 염탐 했다가 여자 생긴 거 같은 정황들을 보고….,2
268,국민의 신임을 잃은 대통령은 가장 기본적인 탄핵 사유.,3
269,왜놈 그냥 고립돼서 멸망이나 해라,3
270,신경 쓰지 마! 근데 너! 왜 아까부터 말이 계속 짧아? 시종일관 반말이네?,4
271,"그럼, 저 가볼게요.",3
272,그러게요.,4
273,여자분들은 아무래도 아이 문제가 심각한가 봐요.,4
274,왜 자신을 학대하지? 나는 추운 건 싫으니까 이번보다 더 남쪽으로 도피하고 싶은데?,4
275, 이고 좀 심각한 듯. ㅡㅡ,4
276,최순실이 15년 이상 못산다면 이 나라 그저 개돼지 밖에 남지 않는다.,3
277, 이 불행을 다음 세대에 넘겨주는 것이야말로 크나큰 죄입니다.,2
278,돈의 액수가 아니라 범죄의 싹을 없애야지 범죄의 질보다 양으로 판단하네,3
279,박사모들 박근혜 탄핵 인용되면 단체 할복 퍼포먼스 보여주겠네! ㅋ,3
280,당장 쓸모없어도 수중에 없으면 불안한 두 가지가 돈이랑 휴대폰 배터리야.,4
281,너 땜에 난 하루하루 불안해-,5
282,그날 제가 일정이 있어서 컴퓨터를 못 할 것 같아요….,5
283, 벌써 시간이 이만큼 지나갔나 ㅠㅠㅠ_ㅠ,4
284,돈 없는 사람들 죽어라 죽어라 하는 구나!,2
285, 이쁘고 섹쉬하기까지 합니다.,1
286,언론 껍데기만 쓴 정치 집단….,3
287,리 손님 감사합니다,1
288,류제국 오늘 지렸다…. ㅠㅠㅠㅠㅠㅠ,1
289,제가 거짓말을 잘 못 해서.. 근데 어쩌면 그렇게 뻔뻔한 게 아닌 척을 하세요? 진짜 연기 잘하세요~,4
290,피의자들 구속 하는 것도 좋은데 실제 가해자인 정유라 빨리 좀 송환해서 법정 최고 무기징역으로 빨리 처해라,3
291, 그것 때문에 남자는 절대 못 사귈 거 같다고 생각하는 사람인데요. ㅜㅜㅜ,2
292,이런 녀석인지 몰랐네.,4
293,닫긴 뭘 닫냐? 메롱,2
294,알바와 취업 사실 지금 알바를 하고 있는데 이제 취업을 해야 하는 데 알바를 해서 그런지…….,5
295,그동안에 고등어 경유차 국내원인으로 얘기하던 ss 끼는 다 잡아 처넣자,3
296,왜? 지난번에 계약했다며?,3
297,예약 중인데 찝찝하네요.,2
298,깡패 새키 미화시킨 온갖 쓸데없는 일 영화.,3
299,가족은 뭔 죄?,4
300,홍현우 홧팅,1
301,임금체불 잘하는 사장 같은 인상이다,3
302,그만 좀 해라. 또 데모하고 또 도망가고. 그만 좀 같은 얘기 질질 끌지 마라. 또 똑같은 얘기가 지겹네,3
303,리허설을 해서 이 정도의 퀄리티면 리허설안하고 생방송 했으면 큰일 날 뻔했네요. 게스트는 네 명인데 클라라에게 40분 이상을 소비하고 나머지 세 명의 게스트들 얘기할 때는 시간없으니까빨리빨리를외치고.MC들은 말 끊고 소리 지르고 참…. 녹화방송으로 다시 넘어가시는 게 나을듯싶습니다,3
304,예?,2
305,갑자기 태도 돌변하더니 나한테 사랑한다고 함.,4
306,그런데 왜 강아지 동영상으로 보냈어요? 진짜를 보냈으면 완전히 해결될 텐데.,4
307,그것도 겨우 잡은 거예요.,3
308,병원이야.,4
309,아니면 보고도 알까?),5
310,후우…….,1
311,저도 작년에 술 왕창 먹고 급성 위염 왔었는데 버릇 못 고치고 아직도 먹고 있네요 ㅠㅠ,2
312,형수요. 맨날 못 잡아먹어 안달하는... 됐소?,4
313,왜 깜빡해?,3
314,롯데는 너희 나라로 가!!,3
315,이홍기가 캐스팅 미스다 좋은 내용 다 망침,3
316,"맞아, 힘드니까 위로 좀 해줘.",3
317,뭐를요?,3
318,저는 항상 아쉬웠거든요,2
319,모자는 내 정체성이라고.,3
320, 잘 생각해서 행동해야 할 듯….,5
321,인터넷에서조차도 제 인격이 무시 되는 거 같아 정말 상처받았습니다.,2
322,다른 시간에는 얼마나 더 헛짓거리를 셋길래 숨기는 건지….,3
323,밥도 국민이 내는 세금이니 아까 우니까 쫄쫄 굶겨죽여,3
324,최저시급 기준 3시간을 일해도 피자 한 판을 먹을 수 없는 가격으로 파는데 어떻게 사먹겠어….,3
325,5분…?,3
326,곰 티브이로 무료로 봤기 때문에 5점 주려고 했는데 1 한국 공포 영화의 특징인 깜짝 놀라 시키려 하는 장면 안 깜짝 놀라 2 재미없음 안 무거움 3 몰입 도 있음 그러나 감흥 없음 세 가지로 삼은 점 감점 애가 박민영 발 잡는 장면에서 포기 시간 낭비로 1점 더 깎음,3
327,더 어떡하라고요! 아침부터 지금까지 계속 계산! 우리가 계산기예요?,2
328,애들아. 미안하다. ㅠㅠ,2
329,뭐 이 정도로. 그나저나 뭔 계약이길래 네가 나한테까지 와서 이렇게 머릴 조아려?,3
330,댓글 달아주셔서 고맙습니다.,1
331,못 참고 연락했었는데 시큰둥했어요,4
332,아... 선생님!,1
333,데이트할 때 차도 여자가 끌고 오고 운전도 여자가 하고 다 공평하게 합시다,3
334,남이야!,3
335,"네 것은 네가 내 계집애야,",3
336,저 피지컬을 4.5억에 판다고???,4
337, 총경락기준인가요?,4
338,항상 전화로 투정 부리고 너 힘든 거 생각 안 하고 나 힘든 것만 내세웠던 거….,2
339,평년보다 7도 높다니 덜덜,4
340,미폐진 않겠죠?,5
341,  요사이 너무 우울하네요. ㅜ,2
342, 한 획을 거신 분이네요,1
343,자식이. 못 하는 소리가 없어. 나가봐.,3
344,국민들이 역모를 일으켰다고 생각하는 정신병자,3
345,너 괜찮겠냐?,2
346,도둑놈~,3
347, 감사합니다. 기자님.,1
348,그냥 아이폰 사서 쓸래,3
349,똥 싸는 걸 도대체 왜 봄?,3
350,"아하, 어른스러운 판단이시네요.",4
351, 20일 동안 5kg~넘게 좀 빼고 싶은데 혼자 하려니까 더 참기가 힘드네요!,2
352,재인증받고 다시 팔면 되겠네. ㅋㅋ,1
353,보라 연기 진짜 너무 거슬리고 이종석 오열 연기도 그냥 발음 꼬이고 뮤 지 닮고 표정이 몰입 안되고…. 제일 큰 건 스토리의 개연성…. 10화가 지나가도 도무지 저건 왜 저런 개소리를 해대는 건지 의학 드라만지 연애더라 먼지 사이코패스 드라만지…. 개연성이란 쥐뿔,3
354, 어제 명호 오빠 생일 브이랩 너무 잘 봤어요,1
355,자칫 실수라도 한다면 끝장이다,5
356,최장 몸집이 거의 박병호만 해짐 덜덜,4
357,죽인다,1
358,오늘은 집안 분위기가 왜 이래?,2
359,저걸 어떻게 죽여야 혀,3
360,됐습니다.,4
361,낼이면 D-10인데……. 0,5
362,"……시끄럽다, 주절주절 떠들지 마라.",3
363,밥집 아니고 죽집이거든요?! ,3
364,제가 미친 거 맞죠?,5
365,잘생긴 모태솔로는 웁니다,2
366,선수자원이 풍부하니 조금만 감독에게 개겨도 그냥 국대서 퇴출이네,4
367,이딴 기사 보려고 클릭한 내가 참 밉다.,3
368,어차피 답장 없네요….,2
369,거짓말.. 돈 더 주면 다른 데 갈 거잖아,3
370,소재는 좋은데 뭐 이따위로 만들었는지…. 시간이 아깝네요. 두번다시보고싶지않은 쓰레기 영화,3
371,어떻게 하면 이런 거 그냥 먹을 수 있을까,2
372, 컴퓨터 잘 아시는 분 ㅠㅠ. 괜찮은가요???,5
373,"그게 죄가 아니면, 좀 이따 사람 죽여도 죄가 아니라 하겠다?",3
374,"내가 청룽 영화 웬만하면 재밌게 보는데, 이건 좀 재미없었다.",3
375,부른 거 맞아? 네가 잘 못 들은 거 아니고?,2
376,독재자 아버지에게 정말 나쁜 것만 배웠군….,3
377,여성부 대단합니다. 요즘에는 세금으로 무슨 허튼짓하고 있으려나,4
378,감독은 입 닫고 좀 찌그러져 계신 부탁,3
379,정말 사랑하지만 다신 못 만나겠죠….,2
380,무슨 할 말…,4
381,요번엔 진짜 잘 만든 것 같다 +_+!!!,1
382,하하가 의외로 너무 일찍 퇴근해서 당황…. ㅋㅋㅋㅋㅋㅋ,4
383,과거 좌파정권 땐 특혜 누리던 화이트리스트들 아니었던가?~,3
384, 옆에 하트 붙인 거야?,5
385,초반에는 꽤 흥미로운 듯 했는데 정말 벌 것 없다. 요즘 기준으로 보면 너무 식상함.,3
386,불리한 특검 결과 나오기 전에 결론 내리려는 거 아닌지…. 걱정되네요ㅡ. ㅡ,5
387,"그걸 이용하려는 사람도 있긴 하죠. 그래도 누구나 손해 보지 않으려고 아무것도 하지 않는 사람보단, 곤란한 사람을 도와주는 사람을 좋아하잖아요.",4
388,준비 없이 맞이해야 할 4차 혁명 시대가 두렵네요.,5
389,이 영화 실화라면서???,4
390,미국 클래스부터 다르네,4
391, 기가 찬다,3
392,세금 내라고 부추기겠네! 개한민국,3
393,친구라고 하는데 전 이해 못하겠어요. ㅠㅠㅠ,2
394,……거참 고맙다.,4
395,항상 캐럿 들을 위해 곡과 안무를 해주셔서 감사하고요,1
396,"……그래, 그야 뭐 상관없지. 고맙다. 사는 김에 김밥도 추가해 줄게.",1
397,오 일기예보 남자가 나온 건 처음 봄,4
398,시민의 수준이 훨씬 높네,1
399,그 사람은 제 생각하지 않겠죠,2
400, 그것이 촛불의 힘이다.,1
401,머리끄덩이 끄집고 와야지~,3
402,싸우는 게 싫으니까 만날지는 거다.,4
403,차태현 인성 갑이다,1
404,광화문에서 기다릴게. 크크크,1
405,그래요? 직접 사는 것보다 얼마나 싼데요?,4
406,나라에서 보상이라도 먼저 하라 그리고 보호자한테 구상권 청구하라,3
407,재미 없을 줄 알았는데 의외로 피식거리고 있음. 크크크 좀만 더 자신감을 가져! 아이린 화이팅!!!,1
408,안녕히 가세요.,3
409,남은 문제는 연습 시간이구나.,4
410,주먹 김밥 하나 먹었어.,4
411,젝키를 음악방송에서 다시 보니 반갑군,1
412,저 도로 범죄 일어나기 좋을 듯.,5
413,의리 한번 죽이네~,1
414,지루한 드라마는 제발 끝내자,3
415,얼마죠?,3
416,아는 형님 재밌게 보고 있어요!! 이렇게 좋은 일을 하시는 걸 보면 ? 정말 마음이 따뜻한 사람 같아요! 앞으로도 좋은 활약 기대합니다~~,1
417,  오빠한테도 타격이 생길까 걱정도 되고요 ㅠㅠㅠ,5
418," 서울 가기로 해서 저 혼자 ㅡ,.ㅡ",5
